,Text,Sentiments
146,"BARCLAYS BANK SAID IT CUTTING BASE LENDING RATE TO 10.5 PCT FROM 11 PCT.

  BARCLAYS BANK SAID IT CUTTING BASE LENDING RATE TO 10.5 PCT FROM 11 PCT.
  

",-1
147,"MIDLAND BANK SAID IT CUTTING ITS BASE RATE TO 10.5 PCT FROM 11 PCT.

  MIDLAND BANK SAID IT CUTTING ITS BASE RATE TO 10.5 PCT FROM 11 PCT.
  

",-1
148,"BARCLAYS, MIDLAND FOLLOW NATWEST BASE RATE CUT
  Barclays Bank Plc &lt;BCS.L> and Midland
  Bank Plc &lt;MDBL.L> said they are cutting their base lending
  rates to 10.5 pct from 11 pct. The cuts follow a similar move
  by National Westminster Bank Plc &lt;NWBL.L>
      The rate changes take effect tomorrow.
  

",-1
149,"BARCLAYS, MIDLAND FOLLOW NATWEST BASE RATE CUT
  Barclays Bank Plc &lt;BCS.L> and Midland
  Bank Plc &lt;MDBL.L> said they are cutting their base lending
  rates to 10.5 pct from 11 pct. The cuts follow a similar move
  by National Westminster Bank Plc &lt;NWBL.L>
      The rate changes take effect tomorrow.
      The base rate reductions came after the Bank of England cut
  its dealing rates this morning in a signal to the money markets
  that it would not resist a half percentage point drop in bank
  base lending rates, market sources said.
      Until the end of last week, the central was holding out
  staunchly against market pressures for lower rates in an
  apparent effort to preserve the expected rate cuts for around
  the time of the government's annual Budget on March 17.
      Sterling remained firm around 1.59 dlrs compared with its
  close here on Friday at 1.5865 dlrs.
  

",-1
150,"BARCLAYS, MIDLAND FOLLOW NATWEST BASE RATE CUT
  Barclays Bank Plc &lt;BCS.L> and Midland
  Bank Plc &lt;MDBL.L> said they are cutting their base lending
  rates to 10.5 pct from 11 pct. The cuts follow a similar move
  by National Westminster Bank Plc &lt;NWBL.L>
      The rate changes take effect tomorrow.
      The base rate reductions came after the Bank of England cut
  its dealing rates this morning in a signal to the money markets
  that it would not resist a half percentage point drop in bank
  base lending rates, market sources said.
      Until the end of last week, the central was holding out
  staunchly against market pressures for lower rates in an
  apparent effort to preserve the expected rate cuts for around
  the time of the government's annual Budget on March 17.
      Sterling remained firm around 1.59 dlrs compared with its
  close here on Friday at 1.5865 dlrs.
  

",-1
151,"LLOYDS BANK MATCHES BASE RATE CUT TO 10.5 PCT
  Lloyds Bank Plc &lt;LLOY.L> said it is
  cutting its base lending rate to 10.5 pct from 11 pct,
  effective tomorrow.
      The reduction follows similar moves from the three other
  British clearing banks.
      National Westminster Bank Plc &lt;NWBL.L> led the way this
  morning after the Bank of England lowered its dealing rates in
  a signal that it would tolerate a half percentage point
  reduction.
      The central bank's surprise signal followed its strenuous
  efforts last week to prevent market forces from bringing down
  base rates before the U.K. Budget on March 17.
  

",-1
152,"LLOYDS BANK MATCHES BASE RATE CUT TO 10.5 PCT
  Lloyds Bank Plc &lt;LLOY.L> said it is
  cutting its base lending rate to 10.5 pct from 11 pct,
  effective tomorrow.
      The reduction follows similar moves from the three other
  British clearing banks.
      National Westminster Bank Plc &lt;NWBL.L> led the way this
  morning after the Bank of England lowered its dealing rates in
  a signal that it would tolerate a half percentage point
  reduction.
      The central bank's surprise signal followed its strenuous
  efforts last week to prevent market forces from bringing down
  base rates before the U.K. Budget on March 17.
  

",-1
153,"LLOYDS BANK MATCHES BASE RATE CUT TO 10.5 PCT
  Lloyds Bank Plc said it is cutting its
  base lending rate to 10.5 pct from 11 pct, effective tomorrow.
      The reduction follows similar moves from the three other
  British clearing banks.
      National Westminster Bank Plc led the way this morning
  after the Bank of England lowered its dealing rates in a signal
  that it would tolerate a half percentage point reduction.
      The central bank's surprise signal followed its strenuous
  efforts last week to prevent market forces from bringing down
  base rates before the U.K. Budget on March 17.
  

",-1
154,"UK MONEY RATES FALL AS BANK APPROVES BASE RATE CUT
  A half point cut in base lending rates
  was announced by the big four clearing banks today after the
  Bank of England finally endorsed such a move following weeks of
  downward pressure, dealers said.
      During its routine intervention in the market, the bank
  trimmed the rates at which it deals with the discount houses by
  half a point and National Westminster led the other clearing
  banks in reducing its base rate to 10-1/2 pct from 11 pct.
      The timing of the Bank of England move took operators by
  surprise after its recent action seemingly designed to dampen
  hopes of a base rate cut ahead of the U.K. Budget on March 17.
         For some time, fundamentals have
  led the market to push for a one point cut in base lending
  rates to 10 pct but the central bank has declined to follow
  wholesale money market rates down.
      Although political considerations -- the government's wish
  to see a fall in base rates coincide with the Budget -- had
  been suggested by operators last week as reasons for the Bank's
  delaying action, worries about the real strength of sterling
  and perhaps about the market's reaction to the content of the
  Budget may have been behind the central bank's caution, dealers
  said.
      In the event, sterling continued firm after the rate cut,
  leaving the market still looking for another half point fall.
      Consequently, rates in the money market eased during the
  day, one-month interbank sterling shedding 5/16 point to
  10-9/16 7/16 and three-months trading 1/16 point down at
  10-5/16 3/16 pct. Sterling cd's were similarly down between
  5/16 point in one month and 1/8 point in one year.
      Overnight interbank money for tomorrow was indicated at
  around 11 pct, almost a point below the levels ruling at the
  end of last week. Today, overnight touched a high of some
  11-3/4 pct after the Bank took out 228 mln stg of an estimated
  300 mln stg shortage.
  

",-1
155,"SHELL CANADA SAID IT RAISED CRUDE PRICES BY 47 CANADIAN CTS A BARREL TODAY

  SHELL CANADA SAID IT RAISED CRUDE PRICES BY 47 CANADIAN CTS A BARREL TODAY
  

",-1
156,"SHELL CANADA &lt;SHC> RAISED CRUDE OIL POSTINGS
  Shell Canada, a wholly owned subsidiary
  of the Royal Dutch/Shell Group &lt;RD> said that it raised crude
  oil prices by about 47 Canadian cts a barrel today.
      The increase riased its posted price for Light sweet crude
  oil to 21.95 dlrs a barrel from its march one level.
      Light sour crudes were raised to 19.95 dlrs a barrel, the
  company said.
  

",-1
157,"CITIBANK FOLLOWS U.K. BASE RATE CUT TO 10.5 PCT
  &lt;Citibank NA> said it has cut its British
  base lending rate to 10.5 pct from 11 pct, with effect from
  tomorrow.
      This move follows similar cuts by four major British
  clearing banks, led by National Westminster Bank Plc &lt;NWBL.L>.
      Lower rates were signalled by the Bank of England this
  morning in an attempt to curb recent upward pressure on the
  pound, market sources said.
  

",-1
158,"USDA ORANGE JUICE YIELD ESTIMATE
  The U.S. Agriculture Department
  projected an average yield of 1.47 gallons of frozen
  concentrated orange juice per box (42.0 degree brix equivalent)
  from Florida's 1986/87 crop.
      That compares with 1.46 gallons per box previously and 1.38
  gallons per box from the 1985/86 crop.
      The crop reporting board said the estimates for the 1986/87
  season are based on maturity and yields tests as of March 1.
  

",-1
159,"CCC WHEAT CREDIT GUARANTEES FOR NORTH YEMEN
  The Commodity Credit Corporation,
  CCC, has authorized 25.0 mln dlrs in credit guarantees to North
  Yemen to cover purchases of U.S. wheat under the Intermediate
  Export Credit Guarantee Program (GSM-103), the U.S. Agriculture
  Department said.
      Under the program credit terms extended must be in excess
  of three yeras, but not more than seven years.
      All sales under the line must be registered and exports
  completed by September 30, 1987, the department said.
  

",-1
160,"CONOCO RAISES CRUDE OIL PRICES UP TO ONE DLR BARREL, WTI AT 17.50 DLRS

  CONOCO RAISES CRUDE OIL PRICES UP TO ONE DLR BARREL, WTI AT 17.50 DLRS
  

",-1
161,"NEWS CORP &lt;NWS> COMPLETES PURCHASE OF NEWSPAPER
  The News Corp said the South China
  Morning Post Ltd of Hong Kong become a wholly-owned subsidiary
  March 7 as previously announced.
  

",-1
162,"RICHMOND HILL&lt;RICH>, RIVERHEAD END MERGER TALKS
  Richmond Hill Savings Bank and
  &lt;Riverhead Savings Bank FSB> said they terminated their
  previously announced merger negotiations.
      The banks gave no reason for ending the talks, which began
  on January 14.
  

",-1
163,"ECUADOR CRUDE OIL EXPORTS STOPPED FOR FIVE MONTHS
  Ecuador needs 120 mln dlrs to repair the
  damage to its oil export pipeline caused by last week""s
  earthquake, which will stop crude exports for five months,
  energy and mines minister Javier Espinosa Teran said.
      Espinosa said yesterday the pipeline, which carries crude
  from jungle fields to the Pacific Ocean coast of Balao, would
  be repaired with the help of Texaco Inc &lt;TX.N> and a Mexican
  and an Argentine firm.
      President Leon Febres Cordero said two days ago that
  Ecuador, an OPEC member, would have to suspend crude exports
  for four months due to the quake.
      Oil traditionally accounts for up to two-thirds of
  Ecuador's total exports and as much as 60 pct of government
  revenues.
      Deputy energy minister Fernando Santos Alvite said Ecuador
  would have to import six to seven mln barrels of crude oil to
  meet its needs until the line was repaired.
      The Ecuadorean minister at the Presidency, Patricio
  Quevedo, told reporters that Venezuela will lend Ecuador five
  mln barrels of crude, which would repaid in kind after a
  180-day period.
      He added the Caracas-based Andean Development Corp had
  granted a loan of 11.7 mln dlrs towards repairing the pipeline,
  50 km of which had been damaged in the quake.
      In Quito, Foreign Minister Rafael Garcia Velasco yesterday
  summoned ambassadors from about 40 countries to whom he issued
  appeal for emergency aid for the country. Only three countries,
  the U.S., Colombia and Venezuela, had offered assistance.
  

",-1
164,"NOVELL &lt;NOVL> SETS TWO FOR ONE STOCK SPLIT
  Novell Inc said its board
  declared a two-for-one stock split, payable to holders of
  record at the close of business on MArch 31.
      It said shareholders at the annual meeting approved a
  doubling of authorized common shares to 30 mln from 15 mln and
  a limitation of directors' liability.
  

",-1
165,"HEART FEDERAL &lt;HFED> SETS TWO FOR ONE SPLIT
  Heart Federal Savings and Loan
  Association said its board declared a two-for-one stock split,
  payable April 30 to holders of record April 15.
      The company said the split is subject to shareholder
  approval at the April 15 annual meeting of an increase in
  authorized common shares to 10 mln from five mln.
  

",-1
166,"VISUAL GRAPHICS SETS DIVIDENDS
  Visual Graphics Corp &lt;VGCA> &lt;VGCB>
  said its board declared a quarterly dividend of 7-1/2 cts per
  share on its class ""B"" common stock and 8-1/4 cts per share on
  class ""A"" common stock payable April Three to shareholders of
  record as of March 23.
       The company set up the two classes of common stock in
  February. Previously, the company had paid a 7-1/2 cent per
  share quarterly dividend on one class of common stock.
  

",-1
167,"ANOVA VENTURES SETS DIVIDEND IN DUEVEL SHARES
  &lt;ANova Ventures Corp> said its board
  declared a dividend payable in the form of registered shares of
  stock in &lt;Duvel Corp>, a blind public pool.
      ANova describes itself as a publishing and financial
  services firm specializing in arranging revers acquisitions and
  mergers between blind pools/shells and private companies.
      ANova said it created Duvel to act as a blind pool and will
  seek an operating private company to merger with Duvel. Duvel
  has sold 300,000 common shares to a private investor group to
  finance expenses of registration and 640,000 shares will be
  paid to ANova stockholders as a dividend, it added.
  

",-1
168,"SHV WITHDRAWS IC GAS OFFER
  SHV Holdings NV said it is
  withdrawing its take-over bid for Imperial Continental Gas
  Association &lt;ICGS.L> after failing to gain the minimum number
  of pledges sought from IC Gas shareholders.
      SHV said in a statement it had sought to gain 750,000 IC
  Gas shares under a 700p offer for IC Gas ordinary stock but was
  informed that level was not reached when the deadline expired.
  ""The tender offer is therefore void,"" it said.
       SHV also offered 252 pence for every one stg nominal of IC
  Gas loan stock under the bid, made by &lt;SHV (United Kingdom)
  Holding Co Ltd>.
  

",-1
169,"DOLE MULLS BILL TO EXTEND ETHANOL TAX EXEMPTION
  U.S. Senate Republican leader Robert
  Dole (R-Kan.) said he and a group of Republican lawmakers are
  considering introducing legislation to extend the ethanol tax
  exemption through the year 2000.
      Dole, addressing the National Corn Growers Association
  board, said the proposal was under consideration by a rural
  task force of Republican members of Congress and governors.
      Gasoline containing at least 10 pct ethanol now receives a
  six cents per gallon exemption from a nine cent federal excise
  tax. The exemption is to expire the end of 1992.
      Ethanol is produced primarily by a few large agribusiness
  firms including Archer Daniels Midland (ADM) and A.E. Staley.
  The tax exemption has helped bolster ethanol production despite
  a sharp drop in the prices of competing crude oil.
  

",-1
170,"J.P. MORGAN AND CO INC &lt;JPM> SETS QUARTERLY
  Dividend 34 cts vs 34 cts previously
      Pay April 15
      Record March 23
  

",-1
171,"VENEZUELA MOVES CLOSER TO CHAMPLIN PURCHASE
  the council of ministers approved
  petroleos de venezuela's planned purchase of a half interest in
  the champlin petroleum refinery at corpus christi, texas,
  government sources said.
      The cabinet authorized energy and mines minister arturo
  hernandez grisanti to approve the purchase in the shareholders
  assembly of the state oil company petroleos de venezuela
  (pdvsa).
      Pdvsa last april 14 signed a letter of intent to buy a half
  interest in champlin's corpus christi refinery for an
  undisclosed sum.
      Under the terms of the provisional agreement, venezuela
  would supply up to 160,000 barrels a day to the plant through a
  new company which would be jointly owned by the pdvsa and
  champlin, a subsidiary of the union pacific corp &lt;unp>.
      The deal would also allow pdvsa a joint share in champlin's
  refinery and distribution network.
      The purhcase is one of a series of overseas joint ventures
  by which venezuela has managed to assure markets for some
  400,000 barrels of its approximately 1.5 mln bpd exports.
      Hernandez grisanti told reporters after the cabinet meeting
  that pdvsa will pay 93 mln dlrs for its half ownership in the
  champlin refinery - 33 mln dlrs in cash and 60 mln dlrs crude
  oil and products.
      Through the deal, he said, venezuela will be assured the
  sale of at least 140,000 bpd of crude and products.
      Hernandez said pdsva has entered similar joint ventures
  with veba oel of west germany, nynas petroelum in sweden, and
  citgo in the united states.
  

",-1
172,"WALLACE COMPUTER SERVICES INC &lt;WCS> DIVIDEND
  Qtly div 15 cts vs 15 cts previously
      Pay June 19
      Record June One
  

",-1
173,"BRAZIL COFFEE EXPORTS DISRUPTED BY STRIKE
  An 11-day-old strike by
  Brazilian seamen is affecting coffee shipments and could lead
  to a short term supply squeeze abroad, exporters said.
      They could not quantify how much coffee has been delayed
  but said at least 40 pct of coffee exports are carried by
  Brazilian ships and movement of foreign vessels has also been
  disrupted by port congestion caused by the strike.
      A series of labor disputes and bad weather has meant
  Brazil's coffee exports have been running at an average two
  weeks behind schedule since the start of the year, one source
  added.
      By the end of February shipments had fallen 800,000 bags
  behind registrations, leaving around 2.4 mln bags to be shipped
  during March. By March 10 only 230,000 bags had been shipped,
  the sources said.
      Given Brazil's port loading capacity of around 100,000 bags
  a day, even if normal operations were resumed immediately and
  not interrupted by bad weather, some March registered coffee
  will inevitably be shipped during April, they added.
  

",-1
174,"MARATHON TO RAISE CRUDE PRICES 50 CTS/BBL TOMORROW WTI  TO 17.50 DLRS

  MARATHON TO RAISE CRUDE PRICES 50 CTS/BBL TOMORROW WTI  TO 17.50 DLRS
  

",-1
175,"EIA SAYS DISTILLATE STOCKS OFF 8.8 MLN, GASOLINE OFF 500,000, CRUDE OFF 1.2 MLN

  EIA SAYS DISTILLATE STOCKS OFF 8.8 MLN, GASOLINE OFF 500,000, CRUDE OFF 1.2 MLN
  

",-1
176,"EIA SAYS DISTILLATE, GAS STOCKS OFF IN WEEK
  Distillate fuel stocks held in
  primary storage fell by 8.8 mln barrels in the week ended March
  six to 119.6 mln barrels, the Energy Information Administration
  (EIA) said.
      In its weekly petroleum status report, the Department of
  Energy agency said gasoline stocks were off 500,000 barrels in
  the week to 251.0 mln barrels and refinery crude oil stocks
  fell 1.2 mln barrels to 331.8 mln.
      The EIA said residual fuel stocks fell 1.5 mln barrels to
  36.4 mln barrels and crude oil stocks in the Strategic
  Petroleum Reserve (SPR) rose 200,000 barrels to 516.7 mln.
      The total of all crude, refined product and SPR stocks fell
  10.3 mln barrels to 1,564.8, it said.
  

",-1
177,"QINTEX EXTENDS PRINCEVILLE &lt;PVDC> OFFER
  &lt;Qintex America Ltd> said it is again
  extending its offer of 13 dlrs a share for 3.3 mln Princeville
  Development Corp shares until today from yesterday.
      As reported yesterday, Qintex said, about seven mln
  Princeville shares had been tendered in response to the offer.
      Qintex said it is extending the offer to allow Princeville
  to comply with federal law restricting the ownership of U.S.
  airlines by non-U.S. citizens and to finalize the terms and
  conditions of the letter of credit or bank guarantee required
  under the previously announced acquisition agreement.
  

",-1
178,"UNION PACIFIC SAYS WILL SIGN PACT IN CARACAS ON MARCH 17 FOR SALE OF HALF ITS CORPUS CHRISTI REFINERY

  UNION PACIFIC SAYS WILL SIGN PACT IN CARACAS ON MARCH 17 FOR SALE OF HALF ITS CORPUS CHRISTI REFINERY
  

",-1
179,"WASTE MANAGEMENT SAYS WAITING PERIOD ENDS ON ITS CHEMLAWN BID 

  WASTE MANAGEMENT SAYS WAITING PERIOD ENDS ON ITS CHEMLAWN BID 
  

",-1
180,"BANCROFT &lt;BCF> SUES ZICO
  Zico INvestment Holdings INc said that
  Bancroft Convertible Fund Inc filed suit seeking to enjoin
  Zico's 30 dlr-a-share tender offer for 500,000 Bancroft shares.
      In its complaint, Bancroft said the tender offer materials
  and letters to shareholders are false and misleading and that
  the tender offer violates the investment company act of 1940.
      Zico said the suit is totally without merit and vigorously
  intends to contest it.
      A motion is scheduled to be heard on March 16.
  

",-1
181,"MERRILL LYNCH &lt;MER> FIRES VASKEVITCH
  Merrill Lynch and Co Inc fired the
  head of the mergers department in its London office today,
  saying he had been unable to provide a ""satisfactory
  explanation"" in response to insider trading charges filed
  yesterday by the Securities and Exchange Commission.
      Merrill had suspended the official, Nahum Vaskevitch,
  yesterday saying at the time it was ""disappointed and angry"" if
  the SEC charges are true.
      Merrill Lynch's statement at midday today said the firm
  will continue to cooperatie fully with authoriteis in the U.S.
  and London investigating Vaskevitch's activities.
  

",-1
182,"POWERINE REFINERY TO RESUME OPERATIONS
  &lt;Powerine Oil Co> said
  its refinery here will resume operation today, with initial
  crude oil runs of 20,000 barrels per day.
      Powerine, a privately-held company, said it expects the
  refinery to become fully operational by May, with crude oil
  throughput at 35,000 bpd.
      Initial oil products deliveries are scheduled for Monday,
  Powerine said. The refinery had been closed due to a change of
  ownership, the company said.
  

",-1
183,"PARKER DRILLING &lt;PKD> SUSPENDS PAYOUT
  Parker Drilling Co said its board
  of directors voted to suspend the payment of dividends to
  shareholders.
      Parker Drilling said it has been paying a quarterly
  dividend of one ct a share of common stock.
      The company said it expects to save 1.3 mln dlrs a year
  through the dividend suspension.
  

",-1
184,"ROYAL BANK OF CANADA LOWERS PRIME RATE TO 8-3/4 PCT, DOWN 1/2

  ROYAL BANK OF CANADA LOWERS PRIME RATE TO 8-3/4 PCT, DOWN 1/2
  

",-1
185,"DIAMOND SHAMROCK RAISED CRUDE BY 50 CTS/BBL TODAY. WTI UP TO 17.50 DLRS.

  DIAMOND SHAMROCK RAISED CRUDE BY 50 CTS/BBL TODAY. WTI UP TO 17.50 DLRS.
  

",-1
186,"PHILLIPS &lt;P> RAISES CRUDE POSTINGS 50 CTS
  Phillips Petroleum said it raised the
  contract price it will for all grades of crude oil 50 cts a
  barrel, effective today.
      The increase brings Phillip's posted price for the West
  Texas Intermediate and West Texas Sour grades to 17.50 dlrs a
  bbl.
      Phillips last changed its crude oil postings on March 4.
      The price increase follows similar moves by USX's &lt;X>
  subsidiary, Marathon oil, and Sun Co &lt;SUN> earlier today.
  

",-1
187," DIAMOND SHAMROCK &lt;DIA> RAISES CRUDE POSTINGS
  Diamond Shamrock said it raised the
  contract price it will pay for crude oil 50 cts a barrel,
  effective today.
      The increase brings the company's posted price for the
  benchmark grade, West Texas Intermediate, to 17.50 dlrs/bbl.
      Diamond Shamrock last changed its postings on March 4.
  

",-1
188,"&lt;SUMMIT PETROLEUM CORP> SELLS SHARES
  Summit Petroleum Corp said it
  sold 11.3 mln shares, or 29.4 pct, of its common stock to
  &lt;Halbert and Associates Inc>.
      The company said the shares were previously held by
  &lt;Consolidated Energy Corp> and Harken Oil and Gas Inc &lt;HOGI>.
      In addition, David D. Halbert, president and chief
  executive officer of Halbert, an Abilene investment firm, was
  named chairman and chief executive of Summit, the company said.
     Halbert, Charles M. Bruce and James O. Burke were also named
  directors, expanding the board to five, Summit added.
      The company said Burke is president and chief executive of
  &lt;Allied Comprehensive Health Inc>, Abilene, while Bruce is a
  partner in the Washington law firm of Butler and Binion.
      Summit said it intends to actively seek acquisitions to
  increase its asset base.
  

",-1
189,"U.S. M1 FALLS 600 MLN DLRS IN MARCH 2 WEEK, FEB M2 DOWN 1.6 BILLION, M3 UP 3.0 BILLION

  U.S. M1 FALLS 600 MLN DLRS IN MARCH 2 WEEK, FEB M2 DOWN 1.6 BILLION, M3 UP 3.0 BILLION
  

",-1
190,"CITGO RAISES CRUDE POSTINGS 50 CTS, TODAY, WTI TO 17.50 DLRS/BBL

  CITGO RAISES CRUDE POSTINGS 50 CTS, TODAY, WTI TO 17.50 DLRS/BBL
  

",-1
191,"VENEZUELA TO LEND ECUADOR 50,000 BPD OF CRUDE
  Venezuela will lend Ecuador 50,000
  barrels per day of crude oil over the next few months to help
  it meet its export commitments, Energy and Mines Minister
  Arturo Hernandez Grisanti said today.
      He said that under the terms of this loan, agreed during a
  visit here this week by Ecuador's Deputy Energy Minister
  Fernando Santos Alvite, Ecuador will begin repaying the loan in
  August.
      Hernandez Grisanti said the loan will go part way to
  offsetting the loss of Ecuador's 140,000 in exports caused by
  earthquake damage to 25 miles of pipeline last week.
      Ecuador was forced to suspend exports after the pipeline
  connecting its jungle oil fields with the pacific port of Balao
  was put out of action.
      Venezuela has an output quota of 1.495 bpd, while Ecuador's
  is 210,000 bpd. Santos Alvite said Ecuador will ask OPEC to
  allow it to produce 100,000 bpd above its quota when the
  pipeline is repaired to offset present production losses.
      Hernandez Grisanti said also a first 300,000 barrels
  shipment of Venezuelan crude oil will leave for Ecuador this
  weekend to help meet domestic consumption needs.
      The oil, part of a five mln additional crude oil loan by
  Venezuela, will be processed at Guayaquil refineries.
      ""If we had not supplied oil to Ecuador the life of this
  country would have ground to a halt,"" he said.
  

",-1
192,"SHELL CANADA RAISES CRUDE PRICES BY 64 CANADIAN CTS/BBL TODAY AT EDMONTON

  SHELL CANADA RAISES CRUDE PRICES BY 64 CANADIAN CTS/BBL TODAY AT EDMONTON
  

",-1
193,"GTS CORP &lt;GTSC> 4TH QTR DEC 31 LOSS
  Shr loss 48 cts vs loss 10 cts
      Net loss 1,234,000 vs loss 259,000
      Revs 715,000 vs 1,941,000
      Year
      Shr loss 1.26 dlrs vs loss 34 cts
      Net loss 3,229,000 vs loss 870,000
      Revs 3,001,000 vs 9,767,000
      NOTE: 1986 net both periods includes 672,300 dlr writedown
  of value of seismic laboratory and 165,000 dlr increase in
  reserve for doubtful accounts.
  

",-1
194,"ECUADOR BEGINS WORK ON OIL PIPELINE TO COLOMBIA
  Construction workers today began building
  a 26 km (16 mile) pipeline to link Ecuador's jungle oilfields
  to a pipeline in Colombia through which Ecuadorean crude could
  be pumped to the Pacific Coast, Ecuadorean energy minsitry
  officials said.
      They said it would take about two months and at least 15
  mln dlrs to build the pipeline from Lago Agrio in Ecuador to
  Puerto Colon, Colombia for connection to the Colombian
  pipeline, which goes to the port of Tumaco on Colombia's
  Pacific Ocean coast.
      The Lago Agrio to Puerto Colon pipeline is designed to
  transport between 30,000 to 50,000 barrels of day (bpd) of
  Ecuadorean crude to the Colombian pipeline, they said.
      The Colombian pipeline to Tumaco has ample room for
  Ecuadorean crude, they said. It is currently transporting about
  17,000 bpd out of its 100,000 bpd capacity, an Ecuadorean
  energy ministry official said.
      The Ecuadorean crude reaching Tumaco will be shipped by
  boat to Ecuador for refining into oil products to meet domestic
  demand.
      The completion of the pipeline would allow Ecuador to
  resume some of production, paralysed since March six by an 
  earthquake the night before.
      The tremor ruptured the country's main pipeline from jungle
  oilfields to the Ecuadorean port of Balao, on the Pacific
  Ocean.
      Ecuador was pumping about 260,000 bpd before the
  earthquake. It would take about five months to repair the
  pipeline to Balao, government officials said.
      Ecuador estimates that it will cost between 145 to 150 mln
  dlrs to repair oil installations damaged by the earthquake,
  energy ministry Javier Espinosa said.
  

",-1
195,"VENEZUELA TO LEND UP TO 12.5 MLN BARRELS OF OIL
  Venezuela will lend Ecuador up to 12.5
  mln barrels of crude oil to help it meet its export commitments
  and its domestic energy demand, Ecuadorean Energy and Mines
  Minister Javier Espinosa said today in a statement.
      Ecuador was forced to suspend exports after the pipeline
  connecting its jungle oil fields with the Pacific Ocean port of
  Balao was damaged last week by an earthquake.
      Venezuela would lend 50,000 barrels per day of crude for a
  total of up to to 7.5 mln barrels to help Ecuador meet export
  commitments, Espinosa said. Also, Venezuela will sell the crude
  and provide the foreign exchange earnings to Ecuador, he said.
       Ecuador would repay Venezuela in crude once it resumed its
  exports after repairing its pipeline to Balao, a task that
  would take an estimated five  months.
      Venezuela is lending Ecuador five mln barrels of crude for
  refining in this country to meet domestic demand. Ecuador would
  repay that loan with crude once the oil pipeline is repaired.
      Both countries are the only Latin American members of the
  Organisation of Petroleum Exporting Countries (OPEC).
      Ecuador was exporting about 140,000 bpd before the
  earthquake, Energy Ministry officials said. Its total output
  was around 260,000 bpd.
  

",-1
196,"SAUDI ARABIA DECIDES TO ACCEPT BRAZIL CREDIT
  Saudi Arabia has lifted the
  condition it imposed on the sale of oil to Brazil and will
  accept Banco do Brasil's credit guarantees, state-oil company
  Petrobras said in a statement.
      Petrobras cancelled a 40 mln dlr crude oil purchase from
  the Saudis yesterday, after they refused to accept a letter of
  credit from the Bank of Brazil, demanding guarantees from
  leading international banks.
      It advised the Saudis the company would negotiate oil
  purchases elsewhere unless they changed their mind by Monday.
      The 2.2 mln barrels shipment will be made by the Saudis on
  March 24 as scheduled, the statement said.
      Under a 125,000 bpd contract signed in February the Saudis
  agreed to supply oil to Brazil until June.
  

",-1
197,"S&amp;L ACQUISITION RAISES U.S. 1987 TOLL TO 12
  The Federal Home Loan Bank Board
  (FHLBB) announced the acquisition of Home Savings and Loan
  Association in Seattle, Washington, by InterWest Savings Bank
  of Oak Harbour, Washington.
      The FHLBB said Home Savings was the 12th troubled savings
  institution requiring federal action this year.
      It said Home Savings had assets of 150.6 mln dlrs in assets
  and InterWest had assets of 342.9 mln dlrs.
  

",-1
198,"SWISS UNEMPLOYMENT FALLS TO 0.9 PCT IN FEBRUARY
  Swiss unemployment edged down to 0.9 pct
  of the working population from one pct in January and in
  February 1986, the Federal Office of Industry, Trade and Labour
  said.
      Seasonally adjusted, however, there was a slight rise in
  unemployment.
      The number out of work fell to 28,439, down 1,142 compared
  with the previous month. The number of vacant positions
  registered with employment offices stood at 11,968 against
  10,694 in January.
  

",-1
199,"MALAYSIAN CRUDE PALM OIL OUTPUT FALLS IN FEBRUARY
  Malaysian crude palm oil (cpo)
  production fell to an estimated 270,400 tonnes in February from
  an estimated 273,300 tonnes in January and 332,995 in February
  1986, the Palm Oil Registration and Licensing Authority (PORLA)
  said.
      Cpo stocks fell to an estimated 286,440 tonnes in February
  from 287,940 in January and 653,411 in February last year.
      Processed palm oil stocks in February fell to an estimated
  193,060 tonnes from 205,060 in January and 225,576 in February
  1986.
      The January and February figures are subject to revision.
  

",-1
