id,DataBatch,Date,TotalVolume,4046,4225,4770,TotalBags,SmallBags,LargeBags,XLargeBags,type,region,AveragePrice
7794,31,2017-05-14,18131.79,5410.04,5406.61,0.0,7315.14,4198.56,3116.58,0.0,organic,WestTexNewMexico,1.77
7795,36,2017-04-23,10330.09,641.94,4484.77,159.23,5044.15,3311.15,1733.0,0.0,organic,RichmondNorfolk,1.65
7796,12,2017-10-08,17346.22,52.43,3324.46,7.0,13962.33,13882.94,79.39,0.0,organic,HartfordSpringfield,1.93
7797,46,2015-02-08,1438.14,13.52,823.66,0.0,600.96,393.33,207.63,0.0,organic,Louisville,1.61
7798,10,2015-10-18,117516.57,48540.88,47290.21,115.01,21570.47,21570.47,0.0,0.0,conventional,Roanoke,0.98
7799,17,2015-08-30,2648.03,58.75,1634.78,0.0,954.5,273.34,681.16,0.0,organic,Louisville,1.44
7800,48,2017-01-29,7330.86,1102.57,4181.73,0.0,2046.56,5.58,2040.98,0.0,organic,Atlanta,1.53
7801,8,2017-11-05,16452.21,761.73,10819.54,0.0,4870.94,4870.94,0.0,0.0,organic,SanDiego,1.6
7802,6,2018-02-11,5194.01,43.62,1629.27,0.0,3521.12,3117.67,403.45,0.0,organic,Nashville,1.36
7803,13,2017-10-01,65405.61,8450.82,26774.86,0.0,30179.93,30158.69,21.24,0.0,organic,LosAngeles,2.1
7804,44,2015-02-22,29936729.76,12628562.36,11354281.64,937138.85,5016746.91,4336247.12,667149.29,13350.5,conventional,TotalUS,1.02
7805,10,2016-10-16,190846.01,57529.11,56366.66,17531.78,59418.46,48823.53,10354.65,240.28,conventional,Charlotte,1.39
7806,31,2016-05-22,3862.88,2130.3,142.19,13.72,1576.67,1576.67,0.0,0.0,organic,Jacksonville,1.66
7807,4,2015-11-29,2082.98,1491.38,41.6,0.0,550.0,546.67,3.33,0.0,organic,Orlando,1.87
7808,12,2016-10-02,8909.48,262.02,3891.17,643.79,4112.5,4065.29,47.21,0.0,organic,Charlotte,1.78
7809,37,2017-04-16,175861.5,1857.22,80672.38,34537.85,58794.05,39418.9,6580.28,12794.87,conventional,GrandRapids,1.67
7810,50,2017-01-15,346523.78,2939.57,125731.86,994.43,216857.92,29095.07,187759.83,3.02,conventional,CincinnatiDayton,0.76
7811,4,2015-11-29,1047.42,2.59,418.01,0.0,626.82,20.0,606.82,0.0,organic,Boise,1.34
7812,33,2016-05-08,34200.94,83.69,33146.9,0.0,970.35,970.35,0.0,0.0,organic,Chicago,1.62
7813,15,2017-09-17,65336.49,35146.94,2637.92,5498.75,22052.88,15258.22,6770.69,23.97,conventional,Boise,1.73
7814,44,2016-02-21,182025.3,101831.21,25448.04,9518.87,45227.18,33528.15,11699.03,0.0,conventional,Nashville,0.94
7815,6,2017-11-19,28942.29,839.81,7176.02,74.84,20851.62,20843.85,7.77,0.0,organic,BaltimoreWashington,1.8
7816,42,2016-03-06,600639.74,6153.04,434300.22,36352.99,123833.49,123551.47,282.02,0.0,conventional,Boston,1.1
7817,10,2015-10-18,358143.26,117479.44,97788.02,72553.22,70322.58,63143.78,823.99,6354.81,conventional,Detroit,0.97
7818,8,2017-11-05,85430.88,29627.78,17235.32,1064.82,37502.96,32659.31,4843.65,0.0,conventional,Pittsburgh,1.54
7819,17,2017-09-03,74297.64,4738.38,59299.03,121.57,10138.66,4615.19,3646.8,1876.67,conventional,Albany,1.76
7820,8,2016-10-30,238699.3,97713.53,118831.23,1177.31,20977.23,20196.46,435.77,345.0,conventional,Sacramento,1.79
7821,3,2017-12-10,41451.11,1979.76,6934.12,73.99,32463.24,32436.83,26.41,0.0,organic,BaltimoreWashington,1.51
7822,29,2016-06-05,24167.8,6253.6,7313.37,1359.7,9241.13,5613.33,3627.8,0.0,organic,WestTexNewMexico,1.29
7823,2,2017-12-17,344203.81,17554.66,195308.13,131.09,131209.93,114735.77,16471.35,2.81,conventional,Philadelphia,1.43
7824,27,2017-06-25,146132.45,28194.39,47197.86,97.07,70643.13,58834.48,9493.4,2315.25,conventional,Roanoke,1.15
7825,5,2018-02-18,3351722.04,639056.82,856103.82,251048.73,1605512.67,1146466.95,412433.13,46612.59,conventional,GreatLakes,1.2
7826,19,2015-08-16,7201.85,324.12,4650.56,0.0,2227.17,1246.78,980.39,0.0,organic,Nashville,1.4
7827,27,2015-06-21,81397.07,52790.21,15444.74,5875.85,7286.27,7021.56,0.0,264.71,conventional,Boise,1.06
7828,20,2017-08-13,32817254.13,10952703.84,11154310.29,624963.41,10085276.59,6687661.77,3118889.17,278725.65,conventional,TotalUS,1.33
7829,23,2016-07-17,5449441.63,2950117.14,1052370.81,44558.77,1402394.91,1297883.28,87850.35,16661.28,conventional,SouthCentral,0.94
7830,7,2016-11-06,89099.08,5608.51,26861.46,140.68,56488.43,55962.01,526.42,0.0,organic,Northeast,2.07
7831,6,2018-02-11,11804.91,72.38,4806.1,140.27,6786.16,6660.68,125.48,0.0,organic,RaleighGreensboro,2.04
7832,32,2016-05-15,50809.3,6329.81,28751.94,572.18,15155.37,5948.7,9206.67,0.0,organic,WestTexNewMexico,1.25
7833,20,2016-08-07,266196.06,5244.48,130022.01,3143.09,127786.48,27221.7,100553.51,11.27,conventional,CincinnatiDayton,1.03
7834,2,2018-03-11,113559.93,2019.57,19238.35,130.1,92171.91,89311.39,2860.52,0.0,organic,Southeast,1.37
7835,46,2016-02-07,52288697.89,16573573.78,20470572.61,2546439.11,12698112.39,9083373.04,3373077.87,241661.48,conventional,TotalUS,0.76
7836,18,2015-08-23,2273.57,257.87,222.96,0.0,1792.74,1792.74,0.0,0.0,organic,NewOrleansMobile,1.63
7837,7,2018-02-04,273309.58,16597.29,41306.63,766.14,214639.52,188630.21,26009.31,0.0,organic,Northeast,1.66
7838,28,2016-06-12,10051.16,2.0,571.26,0.0,9477.9,8165.95,1311.95,0.0,organic,Boston,1.37
7839,21,2016-07-31,7313.26,16.14,576.55,0.0,6720.57,6710.26,10.31,0.0,organic,Boston,1.14
7840,22,2017-07-30,222758.77,41369.26,115565.26,55.81,65768.44,64199.34,285.77,1283.33,conventional,HarrisburgScranton,1.36
7841,7,2017-11-12,8507.18,37.26,1159.39,0.0,7310.53,7303.86,6.67,0.0,organic,GrandRapids,1.43
7842,38,2015-04-05,1668243.39,898263.98,437183.58,11645.81,321150.02,305406.51,9584.33,6159.18,conventional,Plains,1.13
7843,13,2016-09-25,6758.91,1733.09,4758.69,9.29,257.84,251.17,6.67,0.0,organic,Sacramento,2.18
7844,37,2017-04-16,370816.51,137216.82,183753.76,1072.94,48772.99,47374.68,158.31,1240.0,conventional,Sacramento,1.58
7845,8,2015-11-01,75586.78,7785.24,54952.19,261.3,12588.05,5592.13,6995.92,0.0,organic,GreatLakes,1.59
7846,5,2015-11-22,354986.48,83984.24,218912.41,12684.6,39405.23,39405.23,0.0,0.0,conventional,Sacramento,1.06
7847,2,2015-12-13,67431.18,22229.24,20738.68,2189.59,22273.67,22269.39,4.28,0.0,conventional,Spokane,0.99
7848,19,2015-08-16,2495.29,3.82,1866.45,0.0,625.02,243.33,381.69,0.0,organic,Louisville,1.52
7849,27,2015-06-21,264236.38,45414.99,87728.29,41369.1,89724.0,89158.23,565.77,0.0,conventional,RaleighGreensboro,1.17
7850,11,2015-10-11,492276.73,202263.25,234833.71,17638.39,37541.38,35490.61,2050.77,0.0,conventional,SanDiego,0.93
7851,11,2015-10-11,7472.6,2112.25,4869.08,0.0,491.27,491.27,0.0,0.0,organic,SanDiego,1.82
7852,5,2016-11-20,237141.08,94282.84,29776.1,5608.22,107473.92,54759.06,52714.86,0.0,conventional,LasVegas,1.12
7853,20,2016-08-07,311533.3,144862.85,57549.16,7063.01,102058.28,64258.99,37604.85,194.44,conventional,LasVegas,1.11
7854,20,2017-08-13,151390.04,59728.76,19181.67,1136.45,71343.16,62533.55,8290.1,519.51,conventional,Columbus,1.52
7855,18,2017-08-27,11184.42,193.45,181.75,0.0,10809.22,9102.12,1707.1,0.0,organic,BuffaloRochester,1.37
7856,38,2017-04-09,82376.37,5699.93,20029.5,5924.48,50722.46,20695.25,30027.21,0.0,organic,Plains,1.56
7857,12,2015-10-04,2709.41,395.16,1815.89,51.05,447.31,447.31,0.0,0.0,organic,Philadelphia,2.15
7858,50,2016-01-10,143703.88,55844.25,42998.53,178.13,44682.97,44595.26,17.71,70.0,conventional,Roanoke,0.97
7859,44,2015-02-22,7176.69,651.55,5368.11,0.0,1157.03,340.0,817.03,0.0,organic,Detroit,1.85
7860,32,2015-05-17,3450.38,1372.22,1813.6,0.0,264.56,116.67,147.89,0.0,organic,StLouis,2.01
7861,51,2016-01-03,10650.66,6889.43,1037.3,0.0,2723.93,2618.9,105.03,0.0,organic,PhoenixTucson,1.61
7862,50,2017-01-15,42695.84,3851.49,4314.91,8.19,34521.25,310.38,34210.87,0.0,organic,Portland,0.98
7863,32,2016-05-15,772064.79,201205.64,438490.13,61090.32,71278.7,69780.99,1042.15,455.56,conventional,SanFrancisco,1.37
7864,3,2015-12-06,303058.29,3320.11,261503.41,94.18,38140.59,38140.59,0.0,0.0,conventional,NorthernNewEngland,1.11
7865,50,2017-01-15,1613159.67,1134750.48,184545.5,2711.5,291152.19,242009.67,49139.19,3.33,conventional,Houston,0.53
7866,24,2015-07-12,7754.71,373.08,4517.25,0.0,2864.38,988.88,1875.5,0.0,organic,Nashville,1.28
7867,48,2015-01-25,109940.55,66985.59,14505.13,523.89,27925.94,16753.47,11172.47,0.0,conventional,Jacksonville,1.2
7868,1,2016-12-18,4814.51,181.63,2715.1,0.0,1917.78,1624.65,293.13,0.0,organic,Roanoke,1.5
7869,20,2017-08-13,76353.2,2129.87,17537.18,183.1,56503.05,56394.33,108.72,0.0,organic,Southeast,1.85
7870,20,2017-08-13,133070.41,1947.26,118605.14,186.67,12331.34,8301.97,3132.71,896.66,conventional,Albany,1.52
7871,12,2017-10-08,2402.71,208.27,73.21,0.0,2121.23,2111.23,10.0,0.0,organic,NewOrleansMobile,1.69
7872,10,2016-10-16,73430.26,5942.36,21092.43,93.89,46301.58,45250.04,1051.54,0.0,organic,Northeast,1.86
7873,36,2017-04-23,2143445.39,1115172.82,403864.38,6655.98,617752.21,606147.7,8038.24,3566.27,conventional,Plains,1.18
7874,16,2015-09-06,436528.94,205188.66,94841.92,63.26,136435.1,60131.29,76303.81,0.0,conventional,Tampa,0.91
7875,39,2015-03-29,2558925.23,1804282.66,205041.11,23224.7,526376.76,379305.43,147071.33,0.0,conventional,Southeast,1.16
7876,51,2016-01-03,308711.73,201918.77,31729.56,234.28,74829.12,46089.44,28739.68,0.0,conventional,Orlando,1.11
7877,51,2015-01-04,1048062.16,770635.37,178418.32,6509.41,92499.06,92499.06,0.0,0.0,conventional,PhoenixTucson,0.65
7878,10,2017-10-22,343882.42,130818.62,123575.63,17091.4,72396.77,68339.07,4057.7,0.0,conventional,SanDiego,1.57
7879,47,2017-02-05,14825.89,94.97,7579.97,23.39,7127.56,6806.51,321.05,0.0,organic,HartfordSpringfield,1.79
7880,25,2017-07-09,3173372.45,643600.31,1287442.95,27337.2,1214991.99,969121.67,191301.87,54568.45,conventional,Midsouth,1.29
7881,37,2017-04-16,242720.67,97052.67,23006.95,1563.23,121097.82,118412.01,2679.63,6.18,conventional,Columbus,0.99
7882,11,2018-01-07,7496.04,52.94,293.77,0.0,7149.33,7135.99,13.34,0.0,organic,MiamiFtLauderdale,1.47
7883,35,2016-04-24,79562.45,36437.8,2849.95,590.88,39683.82,39671.39,5.85,6.58,conventional,Boise,0.65
7884,42,2015-03-08,2221.57,1300.23,53.2,18.14,850.0,850.0,0.0,0.0,organic,Jacksonville,1.81
7885,14,2015-09-20,1959.56,221.53,1243.15,0.0,494.88,470.0,24.88,0.0,organic,Indianapolis,1.7
7886,33,2016-05-08,50559.21,14280.12,6750.13,51.92,29477.04,5921.36,23555.68,0.0,organic,Denver,0.7
7887,10,2015-10-18,6986.04,19.93,488.69,0.0,6477.42,6387.39,90.03,0.0,organic,Boston,1.26
7888,49,2017-01-22,5887.98,221.91,12.1,0.0,5653.97,3727.78,1926.19,0.0,organic,MiamiFtLauderdale,1.19
7889,4,2018-02-25,1459852.55,122912.97,340374.83,1063.32,994471.5,765056.82,229158.56,256.12,organic,TotalUS,1.57
7890,43,2015-03-01,647014.16,484615.92,60307.81,41.65,102048.78,45516.03,56532.75,0.0,conventional,MiamiFtLauderdale,1.01
7891,11,2016-10-09,2885138.33,1122505.43,657057.65,7239.64,1098335.61,516483.34,580235.88,1616.39,conventional,Southeast,1.37
7892,3,2017-12-10,125853.18,31270.64,46280.63,0.0,48301.91,48263.46,38.45,0.0,organic,California,1.89
7893,31,2017-05-28,364486.68,130568.12,50153.97,10114.51,173650.08,62414.0,111236.08,0.0,conventional,LasVegas,1.06
7894,39,2017-04-02,422201.67,12862.0,298461.59,2600.59,108277.49,36643.24,71634.25,0.0,conventional,NorthernNewEngland,1.45
7895,25,2017-07-09,3521.61,32.08,3300.43,0.0,189.1,6.2,182.9,0.0,organic,GrandRapids,2.19
7896,32,2017-05-21,114120.43,10947.18,30522.45,0.0,72650.8,72518.58,132.22,0.0,organic,LosAngeles,1.42
7897,42,2017-03-12,207026.03,48009.39,87659.78,8252.21,63104.65,58990.64,4114.01,0.0,conventional,Charlotte,1.55
7898,30,2017-06-04,776194.77,79878.4,493631.53,132270.53,70414.31,61829.43,2440.78,6144.1,conventional,Chicago,1.64
7899,51,2016-01-03,1200.13,14.03,394.08,0.0,792.02,250.0,542.02,0.0,organic,Boise,1.28
7900,7,2016-11-06,11300.17,1168.91,7700.03,0.0,2431.23,497.84,1933.39,0.0,organic,SanDiego,2.51
7901,24,2015-07-12,1808842.07,953323.15,530475.53,14462.47,310580.92,292683.09,12904.75,4993.08,conventional,Plains,1.07
7902,23,2015-07-19,928600.19,608209.31,200732.5,4302.29,115356.09,84065.18,31290.91,0.0,conventional,PhoenixTucson,0.76
7903,47,2017-02-05,7367.61,683.24,15.93,0.0,6668.44,6350.32,318.12,0.0,organic,Pittsburgh,1.4
7904,22,2016-07-24,10298.23,3346.0,3970.45,0.0,2981.78,591.78,2390.0,0.0,organic,LasVegas,2.3
7905,1,2017-12-24,7369.95,107.68,672.37,0.0,6589.9,5882.22,707.68,0.0,organic,Tampa,1.64
7906,36,2015-04-19,3857605.11,615564.03,2140254.41,383840.98,717945.69,609139.49,84879.59,23926.61,conventional,GreatLakes,1.06
7907,22,2015-07-26,1191310.92,661845.98,406523.56,6417.32,116524.06,97727.08,18793.29,3.69,conventional,DallasFtWorth,0.8
7908,27,2017-06-25,142258.18,2010.17,54017.53,29866.67,56363.81,42161.64,4631.35,9570.82,conventional,GrandRapids,1.74
7909,28,2017-06-18,6480.98,475.83,2787.16,0.0,3217.99,3217.99,0.0,0.0,organic,Tampa,2.07
7910,6,2017-11-19,17621.85,9956.34,6931.07,0.0,734.44,734.44,0.0,0.0,organic,SanFrancisco,2.06
7911,28,2017-06-18,890723.2,185315.8,198308.54,19386.07,487712.79,129619.04,358058.41,35.34,conventional,Denver,1.14
7912,48,2017-01-29,18191.46,1477.75,8949.53,4.86,7759.32,3304.61,4454.71,0.0,organic,SanDiego,1.21
7913,39,2017-04-02,149669.6,84324.85,16423.7,171.97,48749.08,20349.59,28239.49,160.0,conventional,Jacksonville,1.64
7914,22,2016-07-24,1180373.67,14628.74,650141.77,22932.6,492670.56,466170.19,21057.43,5442.94,conventional,NewYork,1.68
7915,8,2016-10-30,32607.37,88.54,29520.64,0.0,2998.19,2998.19,0.0,0.0,organic,Chicago,2.23
7916,3,2017-12-10,364577.18,9450.19,265318.32,1317.74,88490.93,33221.26,55269.67,0.0,conventional,NorthernNewEngland,1.29
7917,37,2016-04-10,70253.3,972.15,56128.98,38.0,13114.17,12671.09,443.08,0.0,conventional,Albany,1.46
7918,0,2017-12-31,5528.74,76.28,474.42,0.0,4978.04,4716.25,261.79,0.0,organic,Tampa,1.59
7919,7,2015-11-08,6908.14,1657.5,4296.5,0.0,954.14,216.67,737.47,0.0,organic,Detroit,1.74
7920,20,2016-08-07,84966.16,13026.73,17547.61,1150.44,53241.38,27465.39,25775.99,0.0,organic,Southeast,1.39
7921,3,2015-12-06,1068971.54,15730.1,887708.08,892.62,164640.74,136643.23,27997.51,0.0,conventional,NewYork,1.2
7922,9,2016-10-23,11324.45,0.0,153.88,0.0,11170.57,11170.57,0.0,0.0,organic,NorthernNewEngland,1.75
7923,15,2016-09-11,83096.19,25160.86,14719.48,1572.45,41643.4,41633.69,0.0,9.71,conventional,Spokane,0.98
7924,2,2018-03-11,17722.27,147.46,8428.14,2.8,9143.87,9143.87,0.0,0.0,organic,HartfordSpringfield,2.15
7925,40,2017-03-26,7706.59,107.76,1489.93,0.0,6108.9,1398.21,4710.69,0.0,organic,Indianapolis,1.02
7926,43,2017-03-05,1601599.81,734909.69,421271.9,9572.98,435845.24,393722.61,36578.51,5544.12,conventional,Plains,1.25
7927,18,2016-08-21,119045.99,6118.03,69626.28,41.27,43260.41,18251.44,25008.97,0.0,organic,GreatLakes,1.65
7928,42,2016-03-06,441920.14,79240.24,86747.64,154833.0,121099.26,47041.48,43570.47,30487.31,conventional,Detroit,0.97
7929,13,2016-09-25,2019.71,33.22,190.77,0.0,1795.72,1795.72,0.0,0.0,organic,Albany,1.68
7930,29,2015-06-07,2918298.91,724315.73,1217522.42,200001.49,776459.27,717859.42,56141.4,2458.45,conventional,Midsouth,1.14
7931,26,2015-06-28,2804.46,2068.27,79.52,0.0,656.67,656.67,0.0,0.0,organic,Orlando,1.87
7932,37,2016-04-10,22013.07,890.84,9254.97,351.61,11515.65,9771.65,1744.0,0.0,organic,BaltimoreWashington,1.73
7933,4,2016-11-27,2458.62,0.0,296.35,0.0,2162.27,598.45,1563.82,0.0,organic,Boise,1.38
7934,38,2015-04-05,26530.7,17104.69,9426.01,0.0,0.0,0.0,0.0,0.0,organic,SanFrancisco,1.55
7935,15,2016-09-11,15909.84,217.23,5379.34,518.49,9794.78,8919.3,875.48,0.0,organic,RaleighGreensboro,1.77
7936,26,2017-07-02,170194.95,8951.42,43472.34,1596.01,116175.18,106878.45,9296.73,0.0,organic,Northeast,2.29
7937,35,2016-04-24,8668.48,299.63,4036.64,174.99,4157.22,3520.3,636.92,0.0,organic,RichmondNorfolk,1.41
7938,26,2017-07-02,6241.89,267.85,1709.97,0.0,4264.07,4257.4,6.67,0.0,organic,MiamiFtLauderdale,1.92
7939,22,2016-07-24,17192.77,2125.18,9589.68,3.3,5474.61,2202.85,3271.76,0.0,organic,SanDiego,1.69
7940,3,2018-03-04,24614.51,1558.03,10118.36,0.0,12938.12,12934.79,3.33,0.0,organic,SanDiego,1.65
7941,27,2016-06-19,311127.56,7033.21,154162.39,14007.18,135924.78,25143.66,105248.43,5532.69,conventional,CincinnatiDayton,0.91
7942,49,2015-01-18,1106.86,5.19,676.38,0.0,425.29,420.0,5.29,0.0,organic,Louisville,1.79
7943,9,2015-10-25,245167.14,79873.47,115618.11,14217.03,35458.53,33684.23,1774.3,0.0,conventional,LasVegas,0.98
7944,37,2016-04-10,14137.4,668.77,489.85,0.0,12978.78,61.76,12917.02,0.0,organic,StLouis,0.58
7945,48,2016-01-24,528776.51,318372.94,86816.97,401.33,123185.27,64716.98,58468.29,0.0,conventional,Atlanta,0.92
7946,44,2015-02-22,242732.32,98669.04,103066.3,4731.85,36265.13,36112.87,152.26,0.0,conventional,LasVegas,1.16
7947,28,2015-06-14,9881.65,7806.7,512.0,0.0,1562.95,1562.95,0.0,0.0,organic,DallasFtWorth,1.35
7948,21,2016-07-31,153804.34,71526.03,31744.13,4294.96,46239.22,38377.9,7260.37,600.95,conventional,Columbus,1.21
7949,0,2017-12-31,291922.57,57663.71,111439.26,6018.29,116801.31,49190.85,67480.46,130.0,conventional,LasVegas,1.04
7950,23,2017-07-23,105012.68,42723.4,25661.41,1369.42,35258.45,26991.6,7230.18,1036.67,conventional,Pittsburgh,1.29
7951,32,2015-05-17,3753201.03,787079.55,1939235.3,406338.23,620547.95,481046.82,110126.4,29374.73,conventional,GreatLakes,1.09
7952,25,2016-07-03,663580.48,101636.27,179739.71,10770.71,371433.79,371093.38,225.23,115.18,conventional,Seattle,1.1
7953,33,2015-05-10,638696.86,263440.86,242012.13,9484.24,123759.63,111289.42,12415.67,54.54,conventional,Seattle,1.08
7954,36,2016-04-17,6657073.54,3651444.14,1058769.74,617895.6,1328964.06,1124257.15,195845.36,8861.55,conventional,SouthCentral,0.71
7955,18,2017-08-27,215394.7,47758.49,75623.15,1559.71,90453.35,86399.49,3209.24,844.62,conventional,RichmondNorfolk,1.38
7956,31,2016-05-22,18030.82,8.23,593.13,0.0,17429.46,15470.61,1958.85,0.0,organic,Boston,1.57
7957,50,2015-01-11,510152.67,121596.43,292968.56,22743.24,72844.44,64831.61,8012.83,0.0,conventional,Portland,1.05
7958,38,2015-04-05,151260.15,12623.45,95213.63,2843.96,40579.11,33761.92,6720.88,96.31,conventional,Indianapolis,1.17
7959,33,2017-05-14,367894.37,163820.54,65765.91,2816.91,135491.01,103782.12,27148.13,4560.76,conventional,SouthCarolina,1.34
7960,11,2016-10-09,28837.82,13182.39,267.34,0.0,15388.09,6930.0,8458.09,0.0,organic,DallasFtWorth,1.25
7961,15,2016-09-11,378865.38,200297.27,70912.09,5572.58,102083.44,46478.59,55604.85,0.0,conventional,LasVegas,0.89
7962,36,2015-04-19,28675.93,12834.38,12733.52,0.0,3108.03,0.0,3108.03,0.0,organic,Portland,1.57
7963,4,2017-12-03,25940.77,3952.63,6132.01,11.61,15844.52,15814.32,30.2,0.0,organic,Philadelphia,1.63
7964,15,2017-09-17,304681.73,207920.64,40380.01,42.41,56338.67,8294.86,48037.14,6.67,conventional,Tampa,1.76
7965,16,2016-09-04,14951.65,202.29,5615.18,591.32,8542.86,7280.01,1262.85,0.0,organic,RaleighGreensboro,1.83
7966,1,2015-12-20,1601.29,289.63,1082.9,0.0,228.76,169.1,59.66,0.0,organic,Indianapolis,1.61
7967,10,2018-01-14,311185.65,76364.47,126208.57,1844.45,106768.16,84944.73,21823.43,0.0,conventional,RichmondNorfolk,1.19
7968,42,2016-03-06,255419.61,69078.97,117735.27,7265.87,61339.5,61329.85,9.65,0.0,conventional,RichmondNorfolk,0.99
7969,35,2017-04-30,703503.26,145242.61,162526.92,23984.08,371749.65,176258.22,195491.43,0.0,conventional,Denver,1.33
7970,31,2015-05-24,158917.21,7888.33,74169.01,3111.69,73748.18,69048.81,4663.55,35.82,conventional,GrandRapids,1.3
7971,51,2017-01-08,954821.31,486063.56,102288.73,15502.82,350966.2,151408.26,199527.38,30.56,conventional,WestTexNewMexico,0.76
7972,23,2016-07-17,3794.69,2538.4,191.36,41.6,1023.33,1023.33,0.0,0.0,organic,Jacksonville,2.11
7973,1,2018-03-18,41386314.12,13707389.51,11061051.69,645380.85,15972492.07,11712807.19,3988101.74,271583.14,conventional,TotalUS,1.05
7974,17,2016-08-28,151771.49,7010.98,66489.42,9.54,78261.55,11614.2,66647.35,0.0,organic,GreatLakes,1.29
7975,9,2016-10-23,4582.72,758.61,3479.36,11.41,333.34,333.34,0.0,0.0,organic,WestTexNewMexico,2.27
7976,23,2016-07-17,264253.28,82855.27,92471.42,9386.11,79540.48,69396.45,683.2,9460.83,conventional,RichmondNorfolk,1.06
7977,41,2016-03-13,140244.15,47503.75,31781.65,18665.91,42292.84,26468.1,14097.62,1727.12,conventional,Columbus,1.05
7978,23,2017-07-23,50322.79,763.36,8833.15,131.28,40595.0,40588.34,6.66,0.0,organic,BaltimoreWashington,1.51
7979,39,2016-03-27,17750.82,347.47,9168.31,0.0,8235.04,533.33,7701.71,0.0,organic,CincinnatiDayton,1.17
7980,39,2015-03-29,2121.96,22.27,745.34,0.0,1354.35,1314.35,40.0,0.0,organic,Boston,1.98
7981,29,2017-06-11,315240.72,71644.61,61426.82,17894.09,164275.2,159993.56,2790.35,1491.29,conventional,Detroit,1.28
7982,30,2016-05-29,28717.52,12198.1,72.56,0.0,16446.86,14854.83,1592.03,0.0,organic,Houston,0.96
7983,32,2017-05-21,65540.84,954.42,39537.45,25.0,25023.97,22216.56,2684.08,123.33,conventional,Syracuse,1.6
7984,46,2017-02-12,131965.58,2078.54,58269.96,357.4,71259.68,16002.34,55257.34,0.0,conventional,Louisville,0.75
7985,7,2017-11-12,51340.54,937.33,18192.0,169.54,32041.67,19440.3,12601.37,0.0,organic,Plains,1.89
7986,3,2015-12-06,233274.4,130410.85,47118.94,9427.71,46316.9,40092.42,6203.8,20.68,conventional,SouthCarolina,1.03
7987,7,2016-11-06,366175.49,4016.72,284809.54,3370.17,73979.06,73804.06,0.0,175.0,conventional,Boston,1.62
7988,21,2015-08-02,2749.93,337.96,1947.39,3.32,461.26,53.33,407.93,0.0,organic,Columbus,1.8
7989,8,2017-11-05,290421.2,185134.03,22655.69,698.11,81933.37,54667.82,27265.55,0.0,conventional,Orlando,1.48
7990,15,2017-09-17,120600.86,51846.36,16291.52,935.87,51527.11,44154.52,7205.75,166.84,conventional,Columbus,1.7
7991,44,2017-02-26,823735.2,115599.41,177935.95,3415.76,526784.08,446738.29,79634.56,411.23,conventional,Seattle,0.8
7992,5,2016-11-20,9689.09,186.96,5910.73,0.0,3591.4,3372.13,219.27,0.0,organic,HartfordSpringfield,2.3
7993,23,2016-07-17,2561.43,0.0,188.49,0.0,2372.94,1618.42,754.52,0.0,organic,Syracuse,1.6
7994,4,2016-11-27,2084.95,15.57,2.71,0.0,2066.67,2036.67,30.0,0.0,organic,MiamiFtLauderdale,1.6
7995,50,2017-01-15,10857.24,0.0,197.94,0.0,10659.3,10659.3,0.0,0.0,organic,NorthernNewEngland,1.77
7996,26,2016-06-26,344391.38,116197.85,50835.79,57169.98,120187.76,101180.43,242.82,18764.51,conventional,Detroit,1.13
7997,52,2017-01-01,321941.32,12767.25,217447.76,3090.37,88635.94,83428.92,5163.19,43.83,conventional,Philadelphia,1.4
7998,50,2016-01-10,702726.81,493952.15,82027.84,249.76,126497.06,58416.81,68080.25,0.0,conventional,MiamiFtLauderdale,0.97
7999,46,2017-02-12,214333.3,43227.87,61842.48,104.08,109158.87,63558.21,45600.66,0.0,organic,West,1.52
8000,29,2015-06-07,4115.46,3240.32,118.98,12.83,743.33,743.33,0.0,0.0,organic,Jacksonville,1.64
8001,15,2016-09-11,3068639.36,938277.4,1164893.69,82491.6,882976.67,747297.58,133300.76,2378.33,conventional,Midsouth,1.18
8002,41,2016-03-13,315394.32,4317.14,253676.96,179.09,57221.13,56230.93,990.2,0.0,conventional,HartfordSpringfield,1.3
8003,7,2017-11-12,19344.03,10941.23,7789.47,0.0,613.33,608.89,4.44,0.0,organic,SanFrancisco,2.07
8004,18,2015-08-23,666276.26,176723.74,298092.6,5985.12,185474.8,119991.27,65483.53,0.0,organic,TotalUS,1.72
8005,26,2015-06-28,2790.4,133.18,2522.05,0.0,135.17,135.17,0.0,0.0,organic,HartfordSpringfield,2.31
8006,34,2016-05-01,182067.69,85418.52,40808.35,142.93,55697.89,25142.95,30554.94,0.0,organic,Denver,0.86
8007,26,2017-07-02,38010426.16,12623188.5,10988734.57,859889.81,13538613.28,10041243.95,3119708.27,377661.06,conventional,TotalUS,1.21
8008,22,2016-07-24,7057.4,1567.5,1835.55,7.19,3647.16,3647.16,0.0,0.0,organic,StLouis,1.69
8009,32,2017-05-21,605721.02,383030.29,75985.14,127.05,146578.54,86440.86,60137.68,0.0,conventional,MiamiFtLauderdale,1.49
8010,7,2017-11-12,8438.61,590.03,1463.98,0.0,6384.6,6057.45,327.15,0.0,organic,Columbus,1.53
8011,49,2016-01-17,1069974.38,632962.22,272231.24,19499.03,145281.89,96088.29,49193.6,0.0,conventional,PhoenixTucson,0.71
