"No.","Time","Source","Destination","Protocol","Length","Info"
"11594","2603.218191","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x0396 No such name A d33d27SNFRWSZ.tentopspot.net SOA a.gtld-servers.net"
"11595","2603.503488","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x674a No such name A d33d47LTEB3HK.tentopspot.net SOA a.gtld-servers.net"
"11596","2603.814396","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x87f9 No such name A d33d233DQOV2G.tentopspot.net SOA a.gtld-servers.net"
"11597","2604.121532","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x8f68 No such name A d33d39C5DFFYQ.tentopspot.net SOA a.gtld-servers.net"
"11598","2604.175329","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x7a44 No such name A d33d38GK5DJMF.tentopspot.net SOA a.gtld-servers.net"
"11599","2604.227846","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x2dce No such name A d33d52WSAYJAO.tentopspot.net SOA a.gtld-servers.net"
"11600","2604.529162","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xbdd5 No such name A d33d30F2WC3JA.tentopspot.net SOA a.gtld-servers.net"
"11601","2604.836051","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x9393 No such name A d33d29MV2SA3T.tentopspot.net SOA a.gtld-servers.net"
"11602","2605.141069","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xfb9a No such name A d33d53JONUSAZ.tentopspot.net SOA a.gtld-servers.net"
"11603","2605.449623","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x2155 No such name A d33d12LVNFZW2.tentopspot.net SOA a.gtld-servers.net"
"11604","2605.757823","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xe4bd No such name A d33d5533EEBTG.tentopspot.net SOA a.gtld-servers.net"
"11605","2605.814758","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x7ca0 No such name A d33d43C5LDNFR.tentopspot.net SOA a.gtld-servers.net"
"11606","2605.868464","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x6e0d No such name A d33d58HK4ZAMF.tentopspot.net SOA a.gtld-servers.net"
"11607","2606.090138","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x542b No such name A d33d26RSAYJAN.tentopspot.net SOA a.gtld-servers.net"
"11608","2606.371498","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xbbf7 No such name A d33d27Z2W4YZO.tentopspot.net SOA a.gtld-servers.net"
"11609","2606.678756","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xb695 No such name A d33d24EBSXI2L.tentopspot.net SOA a.gtld-servers.net"
"11610","2606.735628","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x2e6d No such name A d33d25BNUQHG2.tentopspot.net SOA a.gtld-servers.net"
"11611","2606.789472","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xc169 No such name A d33d55LUEBQW2.tentopspot.net SOA a.gtld-servers.net"
"11612","2607.089622","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x84f8 No such name A d33d44ZLUEBSX.tentopspot.net SOA a.gtld-servers.net"
"11613","2607.394219","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x978d No such name A d33d38QIDFOUQ.tentopspot.net SOA a.gtld-servers.net"
"11614","2607.501492","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x46cb No such name A d33d38GY2LHOV.tentopspot.net SOA a.gtld-servers.net"
"11615","2607.806710","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x4ba4 No such name A d33d42WGCIDHO.tentopspot.net SOA a.gtld-servers.net"
"11616","2608.112882","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x1a0a No such name A d33d30JQXM2LE.tentopspot.net SOA a.gtld-servers.net"
"11617","2608.169601","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x08c2 No such name A d33d36MEQHA5L.tentopspot.net SOA a.gtld-servers.net"
"11618","2608.227062","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x947c No such name A d33d27MOZUW4Y.tentopspot.net SOA a.gtld-servers.net"
"11619","2608.519790","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x077c No such name A d33d47LSEBSWO.tentopspot.net SOA a.gtld-servers.net"
"11620","2608.576444","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x83ba No such name A d33d23ZLUEBQW.tentopspot.net SOA a.gtld-servers.net"
"11621","2608.930718","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x0f6c No such name A d33d56GIDVOJX.tentopspot.net SOA a.gtld-servers.net"
"11622","2609.242371","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xbc0f No such name A d33d11GCLRANR.tentopspot.net SOA a.gtld-servers.net"
"11623","2609.545956","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xf0de No such name A d33d60XXEZLNE.tentopspot.net SOA a.gtld-servers.net"
"11624","2609.853882","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x2dd5 No such name A d33d07BUXA43V.tentopspot.net SOA a.gtld-servers.net"
"11625","2610.161496","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x3c3c No such name A d33d22NUQGI33.tentopspot.net SOA a.gtld-servers.net"
"11626","2610.216917","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x07d2 No such name A d33d21MN5ZCA4.tentopspot.net SOA a.gtld-servers.net"
"11627","2610.570892","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x2a59 No such name A d33d463JOQQGC.tentopspot.net SOA a.gtld-servers.net"
"11628","2610.878953","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x1e4c No such name A d33d143LFOQWC.tentopspot.net SOA a.gtld-servers.net"
"11629","2611.286986","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xdd0f No such name A d33d44AY3PNZZ.tentopspot.net SOA a.gtld-servers.net"
"11630","2611.343272","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x0035 No such name A d33d45WKY3UMV.tentopspot.net SOA a.gtld-servers.net"
"11631","2611.397484","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x6a6e No such name A d33d262HK4RAM.tentopspot.net SOA a.gtld-servers.net"
"11632","2611.697076","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xeb86 No such name A d33d22FSGS4DJ.tentopspot.net SOA a.gtld-servers.net"
"11633","2611.751948","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x6d86 No such name A d33d19ONRWS3T.tentopspot.net SOA a.gtld-servers.net"
"11634","2611.804694","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x3fb8 No such name A d33d53HEBSWY2.tentopspot.net SOA a.gtld-servers.net"
"11635","2612.106977","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xe6be No such name A d33d55LUFYQG2.tentopspot.net SOA a.gtld-servers.net"
"11636","2612.362843","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xba89 No such name A d33d47YLFMNSW.tentopspot.net SOA a.gtld-servers.net"
"11637","2612.438057","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x96d8 No such name A d33d504YLTEB3.tentopspot.net SOA a.gtld-servers.net"
"11638","2612.925015","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x7f1d No such name A d33d38G63DVOR.tentopspot.net SOA a.gtld-servers.net"
"11639","2613.291655","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x5011 No such name A d33d22YGC5BAM.tentopspot.net SOA a.gtld-servers.net"
"11640","2613.642186","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xe2ec No such name A d33d12NXW4ZDJ.tentopspot.net SOA a.gtld-servers.net"
"11641","2613.948657","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x9bcd No such name A d33d20NVSW45D.tentopspot.net SOA a.gtld-servers.net"
"11642","2614.256557","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xc8a7 No such name A d33d27VNUQGKZ.tentopspot.net SOA a.gtld-servers.net"
"11643","2614.564259","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xd4b5 No such name A d33d603FON2GC.tentopspot.net SOA a.gtld-servers.net"
"11644","2614.870675","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x240d No such name A d33d074ZOEBKE.tentopspot.net SOA a.gtld-servers.net"
"11645","2615.178353","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x9245 No such name A d33d22SU2DPNX.tentopspot.net SOA a.gtld-servers.net"
"11646","2615.487167","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x799f No such name A d33d21DG5SFOJ.tentopspot.net SOA a.gtld-servers.net"
"11647","2615.793668","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x4418 No such name A d33d46PTAZDEL.tentopspot.net SOA a.gtld-servers.net"
"11648","2616.203562","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x43c9 No such name A d33d154YHEX2F.tentopspot.net SOA a.gtld-servers.net"
"11649","2616.508557","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xbd8c No such name A d33d22OYZW47J.tentopspot.net SOA a.gtld-servers.net"
"11650","2616.769614","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x9649 No such name A d33d63AMV2GSY.tentopspot.net SOA a.gtld-servers.net"
"11651","2617.122804","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x1d43 No such name A d33d15LNEBQSA.tentopspot.net SOA a.gtld-servers.net"
"11652","2617.186697","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x31ed No such name A d33d434LVMFWS.tentopspot.net SOA a.gtld-servers.net"
"11653","2617.533954","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x308a No such name A d33d42AZLVEBX.tentopspot.net SOA a.gtld-servers.net"
"11654","2617.592729","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x9dfb No such name A d33d22GS43JEB.tentopspot.net SOA a.gtld-servers.net"
"11655","2617.946955","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x0250 No such name A d33d26SXK2LTN.tentopspot.net SOA a.gtld-servers.net"
"11656","2618.252925","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x2fb9 No such name A d33d24VXWIIDG.tentopspot.net SOA a.gtld-servers.net"
"11657","2618.557819","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x7a85 No such name A d33d57MF2WG2L.tentopspot.net SOA a.gtld-servers.net"
"11658","2618.966512","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x36cc No such name A d33d59COVZSAY.tentopspot.net SOA a.gtld-servers.net"
"11659","2619.025573","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xea50 No such name A d33d43LDEBQSA.tentopspot.net SOA a.gtld-servers.net"
"11660","2619.092976","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x9090 No such name A d33d383TVNZRS.tentopspot.net SOA a.gtld-servers.net"
"11661","2619.361613","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x4fbd No such name A d33d224IDFORU.tentopspot.net SOA a.gtld-servers.net"
"11662","2619.682962","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x3c73 No such name A d33d38WC3JAME.tentopspot.net SOA a.gtld-servers.net"
"11663","2619.989040","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xbf30 No such name A d33d32QHC5LBN.tentopspot.net SOA a.gtld-servers.net"
"11664","2620.047913","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x8202 No such name A d33d36UQGK5JA.tentopspot.net SOA a.gtld-servers.net"
"11665","2620.399954","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xba98 No such name A d33d43NZUXG2J.tentopspot.net SOA a.gtld-servers.net"
"11666","2620.706663","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x3202 No such name A d33d35AMV2WS4.tentopspot.net SOA a.gtld-servers.net"
"11667","2621.014135","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x36d9 No such name A d33d233NN5SCA.tentopspot.net SOA a.gtld-servers.net"
"11668","2621.070250","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xa7c2 No such name A d33d56ZTBOVRW.tentopspot.net SOA a.gtld-servers.net"
"11669","2621.423886","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xaa8d No such name A d33d43SYTVOMQ.tentopspot.net SOA a.gtld-servers.net"
"11670","2621.732409","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xf752 No such name A d33d56GCYZAME.tentopspot.net SOA a.gtld-servers.net"
"11671","2622.038044","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x1b9a No such name A d33d08QG45LOM.tentopspot.net SOA a.gtld-servers.net"
"11672","2622.345482","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xbd94 No such name A d33d22MXCAZLU.tentopspot.net SOA a.gtld-servers.net"
"11673","2622.656272","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x6201 No such name A d33d21NFQW2ID.tentopspot.net SOA a.gtld-servers.net"
"11674","2622.961127","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x554d No such name A d33d42TNF2CAY.tentopspot.net SOA a.gtld-servers.net"
"11675","2623.267267","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x4de9 No such name A d33d15LNMV2CA.tentopspot.net SOA a.gtld-servers.net"
"11676","2623.327233","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xce0a No such name A d33d44ZLYEBSX.tentopspot.net SOA a.gtld-servers.net"
"11677","2623.677190","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x031b No such name A d33d29KIDMNFT.tentopspot.net SOA a.gtld-servers.net"
"11678","2623.753166","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xc955 No such name A d33d30XK3DBEB.tentopspot.net SOA a.gtld-servers.net"
"11679","2624.046920","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xd07f No such name A d33d22TXEYLWN.tentopspot.net SOA a.gtld-servers.net"
"11680","2624.291474","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xfa49 No such name A d33d19FSGCIDQ.tentopspot.net SOA a.gtld-servers.net"
"11681","2624.597990","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x0e2f No such name A d33d37OVWHM2L.tentopspot.net SOA a.gtld-servers.net"
"11682","2624.904546","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x0202 No such name A d33d59OMFZCAZ.tentopspot.net SOA a.gtld-servers.net"
"11683","2625.214721","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x1b83 No such name A d33d46LHMV2CA.tentopspot.net SOA a.gtld-servers.net"
"11684","2625.524573","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x5756 No such name A d33d50YLDEB2X.tentopspot.net SOA a.gtld-servers.net"
"11685","2625.827526","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xdaad No such name A d33d54E3TBFYQ.tentopspot.net SOA a.gtld-servers.net"
"11686","2626.133010","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xf2f4 No such name A d33d22GY33SMV.tentopspot.net SOA a.gtld-servers.net"
"11687","2626.441186","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xfa6f No such name A d33d11WSA2LQO.tentopspot.net SOA a.gtld-servers.net"
"11688","2626.749670","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x569f No such name A d33d20N2W2IDE.tentopspot.net SOA a.gtld-servers.net"
"11689","2627.020384","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xb77a No such name A d33d43N5WG64R.tentopspot.net SOA a.gtld-servers.net"
"11690","2627.362691","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x1bed No such name A d33d56AONUXII.tentopspot.net SOA a.gtld-servers.net"
"11691","2627.670066","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x783f No such name A d33d08DBNVSXI.tentopspot.net SOA a.gtld-servers.net"
"11692","2627.976684","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x77c2 No such name A d33d22LBAMNXW.tentopspot.net SOA a.gtld-servers.net"
"11693","2628.031487","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xd24a No such name A d33d37443FMN2.tentopspot.net SOA a.gtld-servers.net"
"11694","2628.378025","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x71cf No such name A d33d46GK5DVOI.tentopspot.net SOA a.gtld-servers.net"
"11695","2628.693758","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x686a No such name A d33d16QGCZDJO.tentopspot.net SOA a.gtld-servers.net"
"11696","2628.986063","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xc933 No such name A d33d22BUXGY3J.tentopspot.net SOA a.gtld-servers.net"
"11697","2629.307694","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xb66a No such name A d33d47NZTSAZL.tentopspot.net SOA a.gtld-servers.net"
"11698","2629.616013","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xb086 No such name A d33d07MNF2C4I.tentopspot.net SOA a.gtld-servers.net"
"11699","2629.922564","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x5f0d No such name A d33d43DNMFSWG.tentopspot.net SOA a.gtld-servers.net"
"11700","2629.980860","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x54ea No such name A d33d42ZLOMFZS.tentopspot.net SOA a.gtld-servers.net"
"11701","2630.330369","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xba5e No such name A d33d54A5TPNR2.tentopspot.net SOA a.gtld-servers.net"
"11702","2630.639084","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xf34f No such name A d33d30XI4DBOQ.tentopspot.net SOA a.gtld-servers.net"
"11703","2630.695315","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x1e64 No such name A d33d23QGG33OM.tentopspot.net SOA a.gtld-servers.net"
"11704","2630.994813","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xbbc0 No such name A d33d57RUW2ZLO.tentopspot.net SOA a.gtld-servers.net"
"11705","2631.054211","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x2d2c No such name A d33d27OR2W2ID.tentopspot.net SOA a.gtld-servers.net"
"11706","2631.124183","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xc1da No such name A d33d43FM5SXG5.tentopspot.net SOA a.gtld-servers.net"
"11707","2631.462510","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x2876 No such name A d33d40DBOMXCA.tentopspot.net SOA a.gtld-servers.net"
"11708","2631.518621","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xc0ca No such name A d33d22ZLUNFQW.tentopspot.net SOA a.gtld-servers.net"
"11709","2631.798280","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xc695 No such name A d33d542IDBEBY.tentopspot.net SOA a.gtld-servers.net"
"11710","2632.072232","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x78b2 No such name A d33d28XKYLNEB.tentopspot.net SOA a.gtld-servers.net"
"11711","2632.377450","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x2f3e No such name A d33d34SXKIDON.tentopspot.net SOA a.gtld-servers.net"
"11712","2632.691494","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x74d7 No such name A d33d43FZWSIDF.tentopspot.net SOA a.gtld-servers.net"
"11713","2632.994264","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xe2af No such name A d33d59OVUXG3L.tentopspot.net SOA a.gtld-servers.net"
"11714","2633.301179","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x4c66 No such name A d33d25PMQQGMY.tentopspot.net SOA a.gtld-servers.net"
"11715","2633.358145","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xc430 No such name A d33d45LVMNUWE.tentopspot.net SOA a.gtld-servers.net"
"11716","2633.712223","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x7275 No such name A d33d555LTEBQW.tentopspot.net SOA a.gtld-servers.net"
"11717","2634.018520","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xb543 No such name A d33d05GIDBEBX.tentopspot.net SOA a.gtld-servers.net"
"11718","2634.325143","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x8ca2 No such name A d33d17HK3TDFY.tentopspot.net SOA a.gtld-servers.net"
"11719","2634.380608","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x1e16 No such name A d33d19QGK5DJM.tentopspot.net SOA a.gtld-servers.net"
"11720","2634.632407","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x9bd2 No such name A d33d48FWSA43J.tentopspot.net SOA a.gtld-servers.net"
"11721","2634.939333","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x131b No such name A d33d33OQQGC3L.tentopspot.net SOA a.gtld-servers.net"
"11722","2635.246581","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x1a38 No such name A d33d10FOQQGK6.tentopspot.net SOA a.gtld-servers.net"
"11723","2635.552203","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xc8ea No such name A d33d41BAMV2SA.tentopspot.net SOA a.gtld-servers.net"
"11724","2635.858646","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xc08a No such name A d33d393DJM52W.tentopspot.net SOA a.gtld-servers.net"
"11725","2636.144385","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xaea0 No such name A d33d12YYJAM5Z.tentopspot.net SOA a.gtld-servers.net"
"11726","2636.475906","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x0823 No such name A d33d13GC5TJMR.tentopspot.net SOA a.gtld-servers.net"
"11727","2636.781728","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x69af No such name A d33d45QSA4DVN.tentopspot.net SOA a.gtld-servers.net"
"11728","2637.090052","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xf2d0 No such name A d33d04R3GS3TB.tentopspot.net SOA a.gtld-servers.net"
"11729","2637.397168","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x000e No such name A d33d47OIQGKZ3.tentopspot.net SOA a.gtld-servers.net"
"11730","2637.703960","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xd082 No such name A d33d48FOQQGCY.tentopspot.net SOA a.gtld-servers.net"
"11731","2638.011243","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xa924 No such name A d33d32ZAOVZG4.tentopspot.net SOA a.gtld-servers.net"
"11732","2638.318321","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x9b74 No such name A d33d06YJOEBWG.tentopspot.net SOA a.gtld-servers.net"
"11733","2638.334932","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x64b6 No such name A d33d5664TFNUQ.tentopspot.net SOA a.gtld-servers.net"
"11734","2638.625548","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x9f61 No such name A d33d20GS4DTOV.tentopspot.net SOA a.gtld-servers.net"
"11735","2638.700767","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x588f No such name A d33d11WSAZDPN.tentopspot.net SOA a.gtld-servers.net"
"11736","2638.759118","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xe756 No such name A d33d54RXXEIDT.tentopspot.net SOA a.gtld-servers.net"
"11737","2638.814775","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x94e4 No such name A d33d51NF2CAYL.tentopspot.net SOA a.gtld-servers.net"
"11738","2639.051358","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xc06a No such name A d33d06NMV2CYI.tentopspot.net SOA a.gtld-servers.net"
"11739","2639.298600","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x6160 No such name A d33d40DDN5XHG.tentopspot.net SOA a.gtld-servers.net"
"11740","2639.350074","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xf26e No such name A d33d64ZLDORSX.tentopspot.net SOA a.gtld-servers.net"
"11741","2639.649544","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x2ad1 No such name A d33d38I5LSEBQ.tentopspot.net SOA a.gtld-servers.net"
"11742","2639.958097","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xa2b8 No such name A d33d50WI2LQNF.tentopspot.net SOA a.gtld-servers.net"
"11743","2640.014603","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xa6b3 No such name A d33d14ZWG2LOM.tentopspot.net SOA a.gtld-servers.net"
"11744","2640.363745","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x34e9 No such name A d33d634QGK3DJ.tentopspot.net SOA a.gtld-servers.net"
"11745","2640.420264","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x2e9a No such name A d33d20OQXCA3L.tentopspot.net SOA a.gtld-servers.net"
"11746","2640.776045","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x44c4 No such name A d33d52BMVRWK3.tentopspot.net SOA a.gtld-servers.net"
"11747","2641.083381","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x4708 No such name A d33d15TBOMQHM.tentopspot.net SOA a.gtld-servers.net"
"11748","2641.390025","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xe753 No such name A d33d4733MOV2H.tentopspot.net SOA a.gtld-servers.net"
"11749","2641.448453","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x9c05 No such name A d33d26AYLUEBR.tentopspot.net SOA a.gtld-servers.net"
"11750","2641.798125","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xe6c4 No such name A d33d16W63TENF.tentopspot.net SOA a.gtld-servers.net"
"11751","2642.109066","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x2963 No such name A d33d51WWK3TUO.tentopspot.net SOA a.gtld-servers.net"
"11752","2642.371897","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x2346 No such name A d33d20VWSAZLH.tentopspot.net SOA a.gtld-servers.net"
"11753","2642.720641","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x63d5 No such name A d33d18MVZXIYL.tentopspot.net SOA a.gtld-servers.net"
"11754","2642.778500","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x4b7d No such name A d33d49TFYQG2Y.tentopspot.net SOA a.gtld-servers.net"
"11755","2643.131589","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x4889 No such name A d33d06LFMNSW4.tentopspot.net SOA a.gtld-servers.net"
"11756","2643.437647","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x71ca No such name A d33d46YLTEB3G.tentopspot.net SOA a.gtld-servers.net"
"11757","2643.744931","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x3f7d No such name A d33d2263DVORY.tentopspot.net SOA a.gtld-servers.net"
"11758","2643.801892","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x370a No such name A d33d52GC5BAMN.tentopspot.net SOA a.gtld-servers.net"
"11759","2644.064557","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xec8e No such name A d33d63XW4ZDJN.tentopspot.net SOA a.gtld-servers.net"
"11760","2644.359759","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x97e4 No such name A d33d36VSW45DV.tentopspot.net SOA a.gtld-servers.net"
"11761","2644.667227","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x8e5b No such name A d33d31NUQGKZ3.tentopspot.net SOA a.gtld-servers.net"
"11762","2644.728057","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x456b No such name A d33d36FON2GC4.tentopspot.net SOA a.gtld-servers.net"
"11763","2644.801412","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x0520 No such name A d33d38ZOEBWWC.tentopspot.net SOA a.gtld-servers.net"
"11764","2644.857698","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x832f No such name A d33d61ZLDMVXG.tentopspot.net SOA a.gtld-servers.net"
